Epoch,Train Loss,Val Loss,Learning Rate
1,0.0322842039167881,0.020782697945833206,0.005
2,0.02111002802848816,0.016634318977594376,0.005
3,0.018939044326543808,0.015801798552274704,0.005
4,0.018036864697933197,0.015153569169342518,0.005
5,0.01748725026845932,0.014951683580875397,0.005
6,0.017038721591234207,0.014638965018093586,0.005
7,0.016785096377134323,0.01450596284121275,0.005
8,0.01659446768462658,0.014829080551862717,0.005
9,0.01643705926835537,0.014540888369083405,0.005
10,0.01628098636865616,0.014370087534189224,0.005
11,0.01618129573762417,0.014295998960733414,0.005
12,0.016059396788477898,0.014230429194867611,0.005
13,0.016005411744117737,0.014233360067009926,0.005
14,0.015953050926327705,0.014142160303890705,0.005
15,0.015878932550549507,0.014176051132380962,0.005
16,0.01583048142492771,0.014076250605285168,0.005
17,0.01574714295566082,0.014009700156748295,0.005
18,0.01570967771112919,0.014229686930775642,0.005
19,0.0156792514026165,0.014078640379011631,0.005
20,0.015640776604413986,0.014061227440834045,0.005
21,0.015404256992042065,0.013876337558031082,0.0025
22,0.015342578291893005,0.01379944384098053,0.0025
23,0.015328388661146164,0.013797992840409279,0.0025
24,0.015314280055463314,0.01386378612369299,0.0025
25,0.015283827669918537,0.013735604472458363,0.0025
26,0.015274878591299057,0.013816100545227528,0.0025
27,0.01525088120251894,0.013641789555549622,0.0025
28,0.015245296992361546,0.013708304613828659,0.0025
29,0.015219511464238167,0.013859941624104977,0.0025
30,0.015224510803818703,0.013764132745563984,0.0025
31,0.01511190552264452,0.01367203053086996,0.00125
32,0.015100395306944847,0.013607149012386799,0.00125
33,0.015071979723870754,0.013781101442873478,0.00125
34,0.015053926035761833,0.013738605193793774,0.00125
35,0.015062840655446053,0.013687617145478725,0.00125
36,0.015007935464382172,0.013541284017264843,0.000625
37,0.015015642158687115,0.013617143034934998,0.000625
38,0.014990666881203651,0.0136442044749856,0.000625
39,0.014980577863752842,0.013629933819174767,0.000625
40,0.014949456788599491,0.013642041943967342,0.0003125
41,0.014953291043639183,0.013591338880360126,0.0003125
42,0.014949075877666473,0.013604543171823025,0.0003125
43,0.014935862272977829,0.01359040942043066,0.00015625
44,0.014931094832718372,0.013587080873548985,0.00015625
45,0.014928569085896015,0.01361086592078209,0.00015625
46,0.014927960000932217,0.01357458345592022,7.8125e-05
