Epoch,Train Loss,Val Loss,Learning Rate
1,0.03383369743824005,0.028009941801428795,0.005
2,0.020169133320450783,0.022459717467427254,0.005
3,0.017695177346467972,0.021003959700465202,0.005
4,0.01687277853488922,0.02078341878950596,0.005
5,0.016399532556533813,0.019895147532224655,0.005
6,0.016065238043665886,0.019935104995965958,0.005
7,0.015820687636733055,0.02032943069934845,0.005
8,0.01563829928636551,0.01956174708902836,0.005
9,0.015476539731025696,0.018931997939944267,0.005
10,0.01534170564264059,0.018779505044221878,0.005
11,0.015260840766131878,0.019404299557209015,0.005
12,0.015170152299106121,0.01928357034921646,0.005
13,0.015114972367882729,0.018630173057317734,0.005
14,0.0150283919647336,0.018873384222388268,0.005
15,0.014966717921197414,0.018500545993447304,0.005
16,0.0149121368303895,0.019984642043709755,0.005
17,0.014866692014038563,0.01885443553328514,0.005
18,0.014834837056696415,0.018955042585730553,0.005
19,0.014606617391109467,0.01871723309159279,0.0025
20,0.014543899334967136,0.01891733705997467,0.0025
21,0.014531074091792107,0.018540246412158012,0.0025
22,0.014420991763472557,0.0195595845580101,0.00125
23,0.01438118889927864,0.018873076885938644,0.00125
24,0.014371263794600964,0.018795795738697052,0.00125
25,0.014313892461359501,0.01868739165365696,0.000625
