Epoch,Train Loss,Val Loss,Learning Rate
1,0.021752066910266876,0.018389614298939705,0.005
2,0.015117136761546135,0.01498665101826191,0.005
3,0.014233281835913658,0.01610279455780983,0.005
4,0.013783604837954044,0.01541321724653244,0.005
5,0.013518493622541428,0.014525233767926693,0.005
6,0.013328279368579388,0.014863867312669754,0.005
7,0.013183297589421272,0.015238736756145954,0.005
8,0.013043238781392574,0.014885840006172657,0.005
9,0.01271478645503521,0.014789771288633347,0.0025
10,0.012620304711163044,0.014669422060251236,0.0025
11,0.012568262405693531,0.014939598739147186,0.0025
12,0.012415766716003418,0.015025143511593342,0.00125
13,0.012373968958854675,0.015205427072942257,0.00125
14,0.012346217408776283,0.014907240867614746,0.00125
15,0.012253109365701675,0.014947528019547462,0.000625
