Epoch,Train Loss,Val Loss,Learning Rate
1,0.0324769951403141,0.023882130160927773,0.005
2,0.02037053182721138,0.018823785707354546,0.005
3,0.01818649098277092,0.017727309837937355,0.005
4,0.017356662079691887,0.016939831897616386,0.005
5,0.016852613538503647,0.016677584499120712,0.005
6,0.016513405367732048,0.016573941335082054,0.005
7,0.016287315636873245,0.01650676131248474,0.005
8,0.016088634729385376,0.01629004254937172,0.005
9,0.01594158262014389,0.01588224060833454,0.005
10,0.01579619012773037,0.016122663393616676,0.005
11,0.015707174316048622,0.015799783170223236,0.005
12,0.015619267709553242,0.015771737322211266,0.005
13,0.015541677363216877,0.01566249132156372,0.005
14,0.015473651699721813,0.015706364065408707,0.005
15,0.015429639257490635,0.015666259452700615,0.005
16,0.015364511869847775,0.01567153073847294,0.005
17,0.015114648267626762,0.015491426922380924,0.0025
18,0.015057696960866451,0.015377691015601158,0.0025
19,0.01502598263323307,0.01539934054017067,0.0025
20,0.01497615035623312,0.0152904586866498,0.0025
21,0.014981257729232311,0.015312314964830875,0.0025
22,0.014959602616727352,0.015384610742330551,0.0025
23,0.014938346110284328,0.015344890765845776,0.0025
24,0.014823270961642265,0.015362618491053581,0.00125
25,0.014795199036598206,0.015321610495448112,0.00125
26,0.014780495315790176,0.015257264487445354,0.00125
27,0.014765548519790173,0.015282949432730675,0.00125
28,0.0147587014362216,0.015200146473944187,0.00125
29,0.014761645346879959,0.015169898979365826,0.00125
30,0.01474735327064991,0.01519479975104332,0.00125
31,0.01471630111336708,0.015155505388975143,0.00125
32,0.014707203954458237,0.015142768621444702,0.00125
33,0.014709466136991978,0.015164184384047985,0.00125
34,0.014707769267261028,0.015146411955356598,0.00125
35,0.014687170274555683,0.015267843380570412,0.00125
36,0.014634218066930771,0.015148121863603592,0.000625
37,0.014631505124270916,0.015147494152188301,0.000625
38,0.014630298130214214,0.015099404379725456,0.000625
39,0.014620275236666203,0.015095091424882412,0.000625
40,0.014602168463170528,0.01509102899581194,0.000625
41,0.014604375697672367,0.015096371062099934,0.000625
42,0.014592587016522884,0.015162800438702106,0.000625
43,0.014594016596674919,0.015129965730011463,0.000625
44,0.014572720043361187,0.01505083404481411,0.0003125
45,0.014574292115867138,0.01508268527686596,0.0003125
46,0.014554714784026146,0.015040331520140171,0.0003125
47,0.014551798813045025,0.015089011751115322,0.0003125
48,0.014563795179128647,0.015066704712808132,0.0003125
49,0.014553074724972248,0.015043409541249275,0.0003125
50,0.014552665874361992,0.015050644986331463,0.00015625
