Epoch,Train Loss,Val Loss
19,0.012269852682948112,0.015935730189085007
20,0.0122356116771698,0.015791747719049454
21,0.012202182784676552,0.01575496420264244
22,0.012160258367657661,0.015313317999243736
23,0.012134693562984467,0.015601934865117073
24,0.012098800390958786,0.015603317879140377
25,0.012063863687217236,0.01524050347507
26,0.012044526636600494,0.015487310476601124
27,0.012015070766210556,0.015509208664298058
28,0.012009388767182827,0.015514833852648735
29,0.011968422681093216,0.015493679791688919
30,0.011949922889471054,0.01535509992390871
31,0.0119253471493721,0.015483739785850048
32,0.011904147453606129,0.015358192846179008
33,0.011879810132086277,0.015258442610502243
34,0.01187347061932087,0.01542013417929411
35,0.011863240040838718,0.015381556935608387
35,0.011850187554955482,0.014937350526452065
36,0.011845146305859089,0.015837615355849266
37,0.011816849000751972,0.015143848024308681
38,0.011816255748271942,0.015511037781834602
39,0.01178840734064579,0.01539821270853281
40,0.011791504919528961,0.015428358688950539
41,0.011758952401578426,0.015174523927271366
42,0.011739329434931278,0.014853759668767452
43,0.011749474331736565,0.015245938673615456
44,0.011725585907697678,0.01525796577334404
45,0.011711920611560345,0.01510690338909626
46,0.011701985262334347,0.015576197765767574
47,0.011678745038807392,0.01515283714979887
48,0.011665903963148594,0.015172004699707031
49,0.011660645715892315,0.014973233453929424
50,0.011650407686829567,0.015349002555012703
51,0.0116368243470788,0.015125248581171036
52,0.011633983813226223,0.015079033561050892
52,0.011639349162578583,0.01514058280736208
53,0.011614902876317501,0.015139874070882797
54,0.011601007543504238,0.015143106691539288
55,0.011606737971305847,0.015058793127536774
56,0.011588925495743752,0.015493580140173435
57,0.011575063690543175,0.015259816311299801
58,0.011557430028915405,0.015133682638406754
59,0.011571728624403477,0.015154404565691948
60,0.011551943607628345,0.015229805372655392
61,0.011544037610292435,0.01519125234335661
62,0.011538730002939701,0.015152270905673504
62,0.01153674628585577,0.015124114230275154
63,0.011529003269970417,0.015087260864675045
64,0.011517241597175598,0.015218931250274181
65,0.011503944173455238,0.015103264711797237
66,0.01149717252701521,0.01520788948982954
67,0.011495747603476048,0.015155268833041191
68,0.011479365639388561,0.015035321936011314
69,0.011473901569843292,0.015077352523803711
70,0.011472008191049099,0.0150345703586936
71,0.011457131244242191,0.015260235406458378
72,0.01145502645522356,0.015165879391133785
73,0.011452574282884598,0.015009169466793537
74,0.011431616730988026,0.015318509191274643
75,0.011430380865931511,0.015422373078763485
76,0.01143325213342905,0.015237870626151562
77,0.01142190396785736,0.014877784065902233
78,0.01141685526818037,0.014859420247375965
79,0.011404529213905334,0.015172176994383335
80,0.011402579955756664,0.015156508423388004
81,0.011405638419091702,0.015219105407595634
82,0.011397412978112698,0.01513604260981083
83,0.011384253390133381,0.015027420595288277
84,0.011372294276952744,0.015073551796376705
85,0.01137244887650013,0.015010884962975979
86,0.011369802057743073,0.015480272471904755
87,0.011356281116604805,0.015044188126921654
88,0.011352978646755219,0.01509576104581356
