Epoch,Train Loss,Val Loss
1,0.02589479275047779,0.01430639997124672
2,0.01615130715072155,0.012858963571488857
3,0.015209957025945187,0.012701518833637238
4,0.014771652407944202,0.012602170929312706
5,0.014499169774353504,0.012496354058384895
6,0.014320164918899536,0.012772605754435062
7,0.014185016974806786,0.012874061241745949
8,0.014062890782952309,0.012443303130567074
9,0.013961661607027054,0.01310976967215538
10,0.013890156522393227,0.01240612380206585
11,0.0138175617903471,0.012227531522512436
12,0.013765464536845684,0.01207319088280201
13,0.01370297186076641,0.012349173426628113
14,0.01366571057587862,0.01211508922278881
15,0.013613217510282993,0.012520858086645603
16,0.013581423088908195,0.012545574456453323
17,0.013528808020055294,0.012548299506306648
18,0.013501139357686043,0.012666716240346432
19,0.01347877737134695,0.01223264541476965
20,0.013434728607535362,0.012310883030295372
21,0.013415788300335407,0.012401414103806019
22,0.01337728276848793,0.012157399207353592
