Epoch,Train Loss,Val Loss
1,0.02372744493186474,0.018568942323327065
2,0.01567005179822445,0.01691405288875103
3,0.01429757010191679,0.016346903517842293
4,0.013837004080414772,0.01679508201777935
5,0.013565992936491966,0.015949036926031113
6,0.013429885730147362,0.015573629178106785
7,0.013252494856715202,0.01512178499251604
8,0.013143670745193958,0.015446027740836143
9,0.01306320633739233,0.01560780219733715
10,0.012985584326088428,0.015665629878640175
11,0.01293367799371481,0.0164052601903677
12,0.01286360714584589,0.0153524000197649
13,0.01281532272696495,0.01531089749187231
14,0.012778056785464287,0.015005571767687798
15,0.012730071321129799,0.01479827519506216
16,0.012681416235864162,0.015335620380938053
17,0.012655535712838173,0.014968258328735828
18,0.012604914605617523,0.0151217021048069
19,0.012609688565135002,0.015018685720860958
20,0.01256251148879528,0.014784056693315506
21,0.01254304125905037,0.0149203697219491
22,0.012525657191872597,0.015109209343791008
23,0.012494867667555809,0.015035918913781643
24,0.012469426728785038,0.015218939632177353
25,0.012452729046344757,0.014967705123126507
26,0.012447146698832512,0.014898599125444889
27,0.012412983924150467,0.015144187025725842
28,0.012408129870891571,0.01491540390998125
29,0.012370421551167965,0.014925230294466019
30,0.012359099462628365,0.014838778413832188
30,0.012357108294963837,0.015012256801128387
31,0.0123357018455863,0.014611264690756798
32,0.012326765805482864,0.014767083339393139
33,0.012321938760578632,0.014680765569210052
34,0.012287486344575882,0.014862031675875187
35,0.012277154251933098,0.015117045491933823
36,0.012251912616193295,0.014939259737730026
37,0.012242480181157589,0.015018881298601627
38,0.012231958098709583,0.014446001499891281
39,0.01221395656466484,0.014661126770079136
40,0.012202399782836437,0.014657699503004551
41,0.012194161303341389,0.014694848097860813
42,0.012173838913440704,0.014602436684072018
43,0.01215855497866869,0.016889512538909912
44,0.012135895900428295,0.015622816979885101
45,0.012131083756685257,0.014647177420556545
46,0.012116522528231144,0.01496289111673832
47,0.012117190286517143,0.014592023566365242
48,0.012103075161576271,0.01479143276810646
48,0.01211150549352169,0.015639524906873703
49,0.01208711788058281,0.014879475347697735
50,0.012082276865839958,0.014672837220132351
51,0.012070141732692719,0.014859866350889206
52,0.012066916562616825,0.014824471436440945
53,0.012045537121593952,0.014878984540700912
54,0.012035418301820755,0.014791161753237247
55,0.012027710676193237,0.014873345382511616
56,0.012019944377243519,0.014894300140440464
57,0.012008457444608212,0.014584319666028023
58,0.012006700038909912,0.01481139287352562
