Epoch,Train Loss,Val Loss,Learning Rate
1,0.050162144005298615,0.04436809942126274,0.005
2,0.044136542826890945,0.02853919193148613,0.005
3,0.03147856891155243,0.024343041703104973,0.005
4,0.028469150885939598,0.022922810167074203,0.005
5,0.026903055608272552,0.02191607654094696,0.005
6,0.025878405198454857,0.02124227024614811,0.005
7,0.025274906307458878,0.021542923524975777,0.005
8,0.024861136451363564,0.020670577883720398,0.005
9,0.02452864870429039,0.020538946613669395,0.005
10,0.024310441687703133,0.020519336685538292,0.005
11,0.024114809930324554,0.02018493227660656,0.005
12,0.023917989805340767,0.020050227642059326,0.005
13,0.023742709308862686,0.0198399405926466,0.005
14,0.02352706901729107,0.019508864730596542,0.005
15,0.023328499868512154,0.01883814111351967,0.005
16,0.02316514402627945,0.01892879791557789,0.005
17,0.02303929626941681,0.01874428801238537,0.005
18,0.022896232083439827,0.018292337656021118,0.005
19,0.022741975262761116,0.01836514100432396,0.005
20,0.022654999047517776,0.01750943250954151,0.005
21,0.022530054673552513,0.018140917643904686,0.005
22,0.022422663867473602,0.01810210943222046,0.005
23,0.022346580401062965,0.017818186432123184,0.005
24,0.02230098471045494,0.017569299787282944,0.005
25,0.022235075011849403,0.017641734331846237,0.005
26,0.02213345281779766,0.017414264380931854,0.005
27,0.02208014391362667,0.01770014502108097,0.005
28,0.02203107811510563,0.017559241503477097,0.005
29,0.02199249528348446,0.01737368106842041,0.005
30,0.02195941098034382,0.017206653952598572,0.005
31,0.02191285789012909,0.017582658678293228,0.005
32,0.021851403638720512,0.01726790890097618,0.005
33,0.021845143288373947,0.016875794157385826,0.005
34,0.021770715713500977,0.017089376226067543,0.005
35,0.021780218929052353,0.01750779338181019,0.005
36,0.02172079309821129,0.01725159026682377,0.005
37,0.021683422848582268,0.01735757105052471,0.005
38,0.021661268547177315,0.017079675570130348,0.005
39,0.021607104688882828,0.017439037561416626,0.005
40,0.02162325754761696,0.0174539927393198,0.005
41,0.021576527506113052,0.017000146210193634,0.005
42,0.021543089300394058,0.017512481659650803,0.005
43,0.021512120962142944,0.01681845635175705,0.005
44,0.02150377631187439,0.017346752807497978,0.005
45,0.02145826630294323,0.016872836276888847,0.005
46,0.021419938653707504,0.017309704795479774,0.005
47,0.021442122757434845,0.01696811057627201,0.005
48,0.021404104307293892,0.016748743131756783,0.005
49,0.02143222838640213,0.016808005049824715,0.005
50,0.021380877122282982,0.016741584986448288,0.005
