Epoch,Train Loss,Val Loss
1,133.63470458984375,30.073532104492188
1,132.09197998046875,42.97381591796875
2,24.920398712158203,30.603206634521484
2,24.119155883789062,99.96239471435547
3,19.808486938476562,28.23272132873535
3,19.86695098876953,22.977474212646484
4,16.513580322265625,22.129051208496094
4,17.674409866333008,28.700897216796875
5,16.44852638244629,24.486804962158203
5,15.828163146972656,18.548107147216797
6,13.901955604553223,16.05306053161621
6,15.051838874816895,17.17173194885254
7,13.633771896362305,16.595966339111328
7,13.46158218383789,805.0642700195312
8,13.496845245361328,18.08658790588379
8,13.657899856567383,26.980819702148438
9,12.64521598815918,15.358328819274902
9,12.667098045349121,16.40597915649414
10,11.70481014251709,16.88388442993164
10,12.363471031188965,15.344198226928711
11,11.780677795410156,14.15914535522461
11,11.677276611328125,12.69338607788086
12,10.215499877929688,15.761801719665527
12,10.754243850708008,12.55638313293457
13,11.558577537536621,14.924092292785645
13,10.937826156616211,12.113863945007324
14,10.727749824523926,14.026363372802734
14,10.799726486206055,13.016114234924316
15,10.334240913391113,14.263598442077637
15,10.703851699829102,46.57598876953125
16,9.818257331848145,12.601755142211914
16,10.216111183166504,11.76938247680664
17,9.96188735961914,14.338479995727539
17,9.921019554138184,11.032242774963379
18,9.776226997375488,12.003661155700684
18,10.049813270568848,11.882290840148926
19,8.84610652923584,12.24720287322998
19,10.038416862487793,16.159597396850586
20,9.489895820617676,13.415129661560059
20,9.559831619262695,14.392609596252441
21,9.6400146484375,12.773881912231445
22,7.994753837585449,11.846148490905762
21,9.133073806762695,12.029803276062012
23,8.082599639892578,11.24933910369873
22,8.97762393951416,8.954292297363281
24,8.152021408081055,11.079987525939941
23,8.70833969116211,14.332051277160645
25,8.022948265075684,13.102914810180664
24,9.095349311828613,26.5659236907959
26,8.047141075134277,12.034002304077148
25,8.465197563171387,17.53564453125
27,7.326545715332031,11.204734802246094
26,7.8799591064453125,7.549724578857422
28,7.573599815368652,10.902114868164062
27,8.372084617614746,10.12612247467041
29,7.593401908874512,11.316131591796875
28,8.015708923339844,9.831015586853027
30,8.088000297546387,11.138426780700684
29,7.643146514892578,11.709208488464355
31,7.64757776260376,10.387567520141602
30,8.08161735534668,10.090558052062988
32,7.768548965454102,10.300836563110352
31,7.823873996734619,12.919767379760742
33,7.318811893463135,11.331482887268066
32,7.540750026702881,8.214011192321777
34,7.237778663635254,10.22986125946045
33,7.3245649337768555,12.795928001403809
35,6.789026737213135,10.31816291809082
34,7.906943321228027,8.731781005859375
36,6.812788009643555,10.046585083007812
35,7.2730255126953125,9.831430435180664
37,7.249145030975342,9.908782005310059
36,7.492092609405518,9.074555397033691
38,6.746993541717529,10.831242561340332
37,6.922357559204102,8.08958911895752
39,7.122941017150879,10.677461624145508
38,7.4217658042907715,13.864758491516113
40,7.218552589416504,11.479818344116211
39,7.256838798522949,7.336776256561279
41,7.137984752655029,10.139120101928711
40,7.087367534637451,15.09924030303955
42,7.154652118682861,10.08665943145752
43,6.682631492614746,10.00674057006836
41,7.29911994934082,12.341005325317383
44,6.849331855773926,10.110858917236328
42,7.245978832244873,6.888331890106201
45,6.892319679260254,10.50506591796875
43,7.289655685424805,10.195987701416016
46,6.978497505187988,10.616454124450684
44,6.74454402923584,11.50324535369873
47,6.287124156951904,9.903020858764648
45,6.993207931518555,7.366858959197998
48,6.7276225090026855,10.430712699890137
46,7.141634941101074,6.597963333129883
49,6.312449932098389,10.94524097442627
47,6.553282737731934,9.60721206665039
50,6.591775417327881,9.987259864807129
48,6.6168293952941895,7.706264495849609
51,6.212606430053711,10.746856689453125
49,6.583658218383789,11.260910987854004
52,6.713240623474121,10.90924072265625
50,6.256474018096924,7.584221363067627
53,6.479326248168945,10.022485733032227
51,6.663650035858154,9.262211799621582
54,6.357510566711426,11.151357650756836
52,6.5503153800964355,7.5096564292907715
55,5.966996192932129,9.745882034301758
53,6.4631266593933105,8.945119857788086
56,6.085545063018799,11.269128799438477
54,6.185622215270996,7.022686958312988
