Epoch,Train Loss,Val Loss
1,0.0275623369961977,0.017679937183856964
2,0.01603647693991661,0.01535835675895214
3,0.01459488458931446,0.01413537934422493
4,0.014076842926442623,0.014708477072417736
5,0.0136957298964262,0.014258126728236675
6,0.013464468531310558,0.013819989748299122
7,0.013301581144332886,0.014107758179306984
8,0.013182077556848526,0.014230716973543167
9,0.01309157069772482,0.014457746408879757
10,0.013004131615161896,0.013673292472958565
11,0.013023932464420795,0.013959008269011974
12,0.012886895798146725,0.014172697439789772
13,0.013008370995521545,0.013580750674009323
14,0.012835048139095306,0.013375976122915745
15,0.012783268466591835,0.013621308840811253
16,0.01272988598793745,0.013475385494530201
17,0.012696635909378529,0.013841027393937111
18,0.012672623619437218,0.014295723289251328
19,0.012628626078367233,0.014515039511024952
20,0.012590345926582813,0.013344819657504559
21,0.012561268173158169,0.013813739642500877
22,0.012537331320345402,0.013721290975809097
23,0.012504068203270435,0.013928757980465889
24,0.012476270087063313,0.013929588720202446
25,0.012443635612726212,0.013647938147187233
26,0.012409974820911884,0.013563853688538074
27,0.012395874597132206,0.013950050808489323
28,0.01237050723284483,0.01409953460097313
29,0.01236768439412117,0.016089776530861855
30,0.01234564557671547,0.014446800574660301
31,0.01231292262673378,0.014022145420312881
32,0.012311842292547226,0.014095226302742958
33,0.012293373234570026,0.013623783364892006
34,0.012267345562577248,0.01416073925793171
35,0.012258742935955524,0.013941001147031784
36,0.012244779616594315,0.014135531149804592
37,0.012244251556694508,0.013840197585523129
38,0.012226831167936325,0.013856793753802776
39,0.012222778052091599,0.014138581231236458
40,0.012189455330371857,0.01596071757376194
