Epoch,Train Loss,Val Loss,Learning Rate
1,0.03226921707391739,0.021518820896744728,0.005
2,0.019828058779239655,0.018217455595731735,0.005
3,0.01816154457628727,0.018073629587888718,0.005
4,0.0173873882740736,0.01675717905163765,0.005
5,0.01693609170615673,0.01661728322505951,0.005
6,0.016632847487926483,0.016252726316452026,0.005
7,0.016364706680178642,0.016360154375433922,0.005
8,0.016196515411138535,0.016329187899827957,0.005
9,0.016031570732593536,0.016061335802078247,0.005
10,0.015888823196291924,0.0158129520714283,0.005
11,0.01581307128071785,0.015565432608127594,0.005
12,0.015732772648334503,0.015537702478468418,0.005
13,0.015633920207619667,0.0156300850212574,0.005
14,0.01557977870106697,0.015640825033187866,0.005
15,0.015523111447691917,0.015288373455405235,0.005
16,0.015449834987521172,0.015602650120854378,0.005
17,0.015432517044246197,0.01542821153998375,0.005
18,0.01537559274584055,0.01521644089370966,0.005
19,0.015322417952120304,0.015231319703161716,0.005
20,0.015298815444111824,0.015134027227759361,0.005
21,0.015277234837412834,0.015544801019132137,0.005
22,0.01523264404386282,0.015287351794540882,0.005
23,0.015226160176098347,0.015594709664583206,0.005
24,0.014987538568675518,0.015120398253202438,0.0025
25,0.014924267306923866,0.015122363343834877,0.0025
26,0.014904793351888657,0.015162389725446701,0.0025
27,0.01489874068647623,0.01507287472486496,0.0025
28,0.01487182267010212,0.014906244352459908,0.0025
29,0.014867364428937435,0.014978253282606602,0.0025
30,0.014851868152618408,0.015023365616798401,0.0025
31,0.014836289919912815,0.014998226426541805,0.0025
32,0.014743657782673836,0.015019888058304787,0.00125
33,0.014731010422110558,0.01491155568510294,0.00125
34,0.014717726036906242,0.014941091649234295,0.00125
35,0.014673514291644096,0.01490828301757574,0.000625
36,0.014647041447460651,0.014937846921384335,0.000625
37,0.01464554201811552,0.014821614138782024,0.000625
38,0.014629107899963856,0.014812589623034,0.000625
39,0.014629977755248547,0.014818167313933372,0.000625
40,0.014614980667829514,0.014877617359161377,0.000625
41,0.014615950174629688,0.014888142235577106,0.000625
42,0.014595131389796734,0.01487891748547554,0.0003125
43,0.014589952304959297,0.014897707849740982,0.0003125
44,0.01458978932350874,0.01482933945953846,0.0003125
45,0.014574998989701271,0.014836067333817482,0.00015625
46,0.014569902792572975,0.014837496913969517,0.00015625
47,0.014569137245416641,0.014852097257971764,0.00015625
48,0.014568102546036243,0.0148293636739254,7.8125e-05
