Epoch,Train Loss,Val Loss,LR
1,0.036005306988954544,0.019442178308963776,0.001
2,0.022797828540205956,0.013465848751366138,0.001
3,0.020484155043959618,0.013429835438728333,0.001
4,0.019638346508145332,0.010728707537055016,0.001
5,0.01915140450000763,0.010922281071543694,0.001
6,0.01881473883986473,0.010635371319949627,0.001
7,0.01858704909682274,0.010379696264863014,0.001
8,0.018422583118081093,0.010543445125222206,0.001
9,0.01826620288193226,0.009997629560530186,0.001
10,0.018139444291591644,0.009731868281960487,0.001
11,0.018044255673885345,0.010069730691611767,0.001
12,0.01795896701514721,0.010052437894046307,0.001
13,0.0178788211196661,0.009669686667621136,0.001
14,0.01780669204890728,0.010032465681433678,0.001
15,0.01775960437953472,0.009709948673844337,0.001
16,0.017712222412228584,0.01003958284854889,0.0005
17,0.017467588186264038,0.009479590691626072,0.0005
18,0.01738421618938446,0.009447067975997925,0.0005
19,0.01735439896583557,0.009502851404249668,0.0005
20,0.01731257326900959,0.009551478549838066,0.0005
21,0.017311550676822662,0.009462091140449047,0.00025
22,0.017204441130161285,0.009458344429731369,0.00025
23,0.017156880348920822,0.009461942128837109,0.00025
24,0.01715252548456192,0.009595532901585102,0.000125
25,0.017097800970077515,0.009392837062478065,0.000125
26,0.017088711261749268,0.009479778818786144,0.000125
27,0.017064858227968216,0.009405993856489658,0.000125
28,0.017056498676538467,0.009417169727385044,6.25e-05
29,0.017026109620928764,0.009402021765708923,6.25e-05
30,0.017023587599396706,0.009395040571689606,6.25e-05
31,0.01701369695365429,0.009349741041660309,6.25e-05
32,0.017003880813717842,0.009352660737931728,6.25e-05
33,0.017006369307637215,0.009394695982336998,6.25e-05
34,0.017000680789351463,0.009409330785274506,3.125e-05
35,0.01699553057551384,0.009373229928314686,3.125e-05
36,0.016981495544314384,0.009365016594529152,3.125e-05
37,0.016980763524770737,0.009346271865069866,3.125e-05
38,0.016972821205854416,0.009323693811893463,3.125e-05
39,0.01697659119963646,0.009343630634248257,3.125e-05
40,0.016978438943624496,0.009353945963084698,3.125e-05
41,0.016972992569208145,0.009353814646601677,1.5625e-05
42,0.016967089846730232,0.00938054546713829,1.5625e-05
43,0.01697445847094059,0.009350506588816643,1.5625e-05
44,0.016963554546236992,0.009378467686474323,7.8125e-06
45,0.016969507560133934,0.00934255588799715,7.8125e-06
46,0.016980577260255814,0.009359101764857769,7.8125e-06
47,0.016956523060798645,0.009356317110359669,3.90625e-06
48,0.016959119588136673,0.009337697178125381,3.90625e-06
