Epoch,Train Loss,Val Loss,Learning Rate
1,0.03618079051375389,0.02094263955950737,0.005
2,0.02124314196407795,0.014942018315196037,0.005
3,0.019091438502073288,0.014127187430858612,0.005
4,0.018261093646287918,0.013252430595457554,0.005
5,0.017795812338590622,0.01282359566539526,0.005
6,0.017479047179222107,0.012736978009343147,0.005
7,0.017244555056095123,0.012274476699531078,0.005
8,0.017077529802918434,0.012537547387182713,0.005
9,0.01694013550877571,0.012308654375374317,0.005
10,0.016834232956171036,0.012016676366329193,0.005
11,0.016747230663895607,0.012318297289311886,0.005
12,0.01665320061147213,0.011871150694787502,0.005
13,0.01658266969025135,0.011961241252720356,0.005
14,0.016522184014320374,0.012033459730446339,0.005
15,0.016485996544361115,0.011829225346446037,0.005
16,0.016420898959040642,0.01178072765469551,0.005
17,0.01636788249015808,0.011746540665626526,0.005
18,0.01634616032242775,0.011571149341762066,0.005
19,0.016295792534947395,0.01172967255115509,0.005
20,0.01625152677297592,0.011631359346210957,0.005
21,0.016219789162278175,0.011554611846804619,0.005
22,0.016182661056518555,0.011455568484961987,0.005
23,0.016150251030921936,0.011541781947016716,0.005
24,0.016122320666909218,0.01147653441876173,0.005
25,0.016121946275234222,0.01152852550148964,0.005
26,0.015930749475955963,0.011308594606816769,0.0025
27,0.015883414074778557,0.01134518999606371,0.0025
28,0.01584848016500473,0.011462313123047352,0.0025
29,0.015841463580727577,0.011401486583054066,0.0025
30,0.015752647072076797,0.011348633095622063,0.00125
31,0.015735579654574394,0.011271375231444836,0.00125
32,0.015715746209025383,0.01130661554634571,0.00125
33,0.015721922740340233,0.011299262754619122,0.00125
34,0.015708906576037407,0.011290209367871284,0.00125
35,0.015663182362914085,0.011314614675939083,0.000625
36,0.01565931737422943,0.011313732713460922,0.000625
37,0.015653083100914955,0.011249094270169735,0.000625
38,0.01563691720366478,0.011236835271120071,0.000625
39,0.015622584149241447,0.011290072463452816,0.000625
40,0.015633434057235718,0.011313006281852722,0.000625
41,0.015615145675837994,0.011292031966149807,0.000625
42,0.015606306493282318,0.011246897280216217,0.0003125
