Epoch,Train Loss,Val Loss,Learning Rate
1,0.03636797517538071,0.030162932351231575,0.005
2,0.020458504557609558,0.021700091660022736,0.005
3,0.01775982603430748,0.0205063596367836,0.005
4,0.016825169324874878,0.020232366397976875,0.005
5,0.01628376543521881,0.020285528153181076,0.005
6,0.015949951484799385,0.019068613648414612,0.005
7,0.015694068744778633,0.019174369052052498,0.005
8,0.015482229180634022,0.018453631550073624,0.005
9,0.015359434299170971,0.01815894991159439,0.005
10,0.015241241082549095,0.01882585883140564,0.005
